name,place_id,address,suburb,postcode,state,lat,lng,phone,website,google_maps_url,rating,user_ratings_total,price_level,opening_hours,types,opening_year,opening_month,first_review_date,independent_flag,pos_hint,notes
Café Finniss,ChIJH2xyGH7asGoRXGpqfDyGcG8,"28b Finniss St, Marion SA 5043, Australia",Marion,5043,SA,-35.0092213,138.554813,(08) 8298 7878,http://www.cafefinniss.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJH2xyGH7asGoRXGpqfDyGcG8,4.5,377.0,,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:00 AM – 2:00 PM,"cafe, establishment, food, meal_takeaway, point_of_interest, restaurant, store",2021.0,11.0,2021-11-05 06:05:23,Unknown,Unknown,
Tweety Bird Cafe,ChIJO9rXqnHFsGoRCV9V6aAvmmY,"300C Anzac Hwy, Plympton SA 5038, Australia",Plympton,5038,SA,-34.9653979,138.5537503,0420 499 180,http://www.tweetybirdcafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJO9rXqnHFsGoRCV9V6aAvmmY,4.6,442.0,,Monday: Closed | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: 8:00 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,10.0,2025-10-17 22:06:09,Unknown,Unknown,
Public Cafe,ChIJmcGkjCfPsGoR1tkg24DdC6k,"12 Franklin St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9270656,138.5983424,,http://publiccbd.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJmcGkjCfPsGoR1tkg24DdC6k,4.1,385.0,2.0,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: 8:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2023.0,12.0,2023-12-15 00:40:38,Unknown,Unknown,
Haz Beans Cafe,ChIJ4WoIlFC0sGoRMysFasUdwi4,"Clovercrest Plaza, 28 Montague Rd, Modbury North SA 5092, Australia",Modbury North,5092,SA,-34.82919529999999,138.6724283,(08) 7225 8155,,https://www.google.com/maps/place/?q=place_id:ChIJ4WoIlFC0sGoRMysFasUdwi4,4.7,192.0,1.0,Monday: 7:30 AM – 4:00 PM | Tuesday: 7:30 AM – 4:00 PM | Wednesday: 7:30 AM – 4:00 PM | Thursday: 7:30 AM – 4:00 PM | Friday: 7:30 AM – 4:00 PM | Saturday: 7:30 AM – 2:30 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2023.0,11.0,2023-11-29 21:18:52,Unknown,Unknown,
Chillax Coffee Corner,ChIJoSwfM_3JsGoRmN__E8Biwo4,"Shopping Centre, shop 1/177-195 Fosters Rd, Northgate SA 5085, Australia",Northgate,5085,SA,-34.8572695,138.6346919,0424 779 222,https://www.instagram.com/chillaxcoffeecorner?igsh=dHVwYms1MTc0NHc2&utm_source=qr,https://www.google.com/maps/place/?q=place_id:ChIJoSwfM_3JsGoRmN__E8Biwo4,4.5,219.0,,Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant",2025.0,8.0,2025-08-30 08:00:05,Unknown,Unknown,
Aye Frank,ChIJJea4l17FsGoR5yA2r7YGCrw,"254 Grange Rd, Flinders Park SA 5025, Australia",Flinders Park,5025,SA,-34.9053159,138.53861,(08) 8336 1886,https://ayefrank.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJJea4l17FsGoR5yA2r7YGCrw,4.8,169.0,,Monday: 6:30 AM – 2:00 PM | Tuesday: 6:30 AM – 2:00 PM | Wednesday: 6:30 AM – 2:00 PM | Thursday: 6:30 AM – 2:00 PM | Friday: 6:30 AM – 2:00 PM | Saturday: 7:30 AM – 2:00 PM | Sunday: 7:30 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, store",2024.0,4.0,2024-04-03 12:13:39,Unknown,Unknown,
Late Mornings Cafe & Lumi Dessert Bar,ChIJG5kaJLHPsGoRiaGdWNHPTLg,"43 Wright St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9318243,138.5984769,0420 626 051,https://latemorningscafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJG5kaJLHPsGoRiaGdWNHPTLg,4.7,184.0,,Monday: 9:00 AM – 3:00 PM | Tuesday: 8:00 AM – 3:00 PM | Wednesday: 8:00 AM – 3:00 PM | Thursday: 8:00 AM – 3:00 PM | Friday: 8:00 AM – 3:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest",2025.0,10.0,2025-10-27 08:38:49,Unknown,Unknown,
Westside Lunch & Coffee Bar,ChIJNzqPVWzGsGoRdHJBACayOUs,"53 Woodville Rd, Woodville SA 5011, Australia",Woodville,5011,SA,-34.8794536,138.5362134,(08) 8268 5954,,https://www.google.com/maps/place/?q=place_id:ChIJNzqPVWzGsGoRdHJBACayOUs,4.5,46.0,1.0,Monday: 7:00 AM – 2:00 PM | Tuesday: 7:00 AM – 2:00 PM | Wednesday: 7:00 AM – 2:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant",2020.0,9.0,2020-09-17 10:40:02,Unknown,Unknown,
Le Bon Coffee House & Bar,ChIJ43AvGvG1sGoRPUteAJj7WYQ,"Shop 29, 832/840 Lower North East Rd, Dernancourt SA 5075, Australia",Dernancourt,5075,SA,-34.8628586,138.6812816,0451 111 440,,https://www.google.com/maps/place/?q=place_id:ChIJ43AvGvG1sGoRPUteAJj7WYQ,4.5,77.0,,Monday: 7:30 AM – 4:00 PM | Tuesday: 7:30 AM – 4:00 PM | Wednesday: 7:30 AM – 4:00 PM | Thursday: 7:30 AM – 4:00 PM | Friday: 7:30 AM – 4:00 PM | Saturday: 7:30 AM – 4:00 PM | Sunday: 7:30 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant",2025.0,6.0,2025-06-28 06:16:15,Unknown,Unknown,
Panini Cartel,ChIJ969Lnx7FsGoRk1oIRODzmr0,"2/587 Tapleys Hill Rd, Fulham SA 5024, Australia",Fulham,5024,SA,-34.9281828,138.5181288,(08) 7225 1045,http://www.paninicartel.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ969Lnx7FsGoRk1oIRODzmr0,4.6,326.0,2.0,,"cafe, establishment, food, point_of_interest, restaurant, store",2023.0,7.0,2023-07-31 05:51:22,Unknown,Unknown,
Loveon Xpress,ChIJORX5n4XFsGoRirYjkEv9SgM,"1/154 Marion Rd, Richmond SA 5033, Australia",Richmond,5033,SA,-34.9386625,138.552822,0491 766 104,http://www.loveoncafexpress.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJORX5n4XFsGoRirYjkEv9SgM,4.8,259.0,,Monday: 5:30 AM – 2:00 PM | Tuesday: 5:30 AM – 2:00 PM | Wednesday: 5:30 AM – 2:00 PM | Thursday: 5:30 AM – 2:00 PM | Friday: 5:30 AM – 2:00 PM | Saturday: 7:00 AM – 1:00 PM | Sunday: 7:00 AM – 1:00 PM,"cafe, establishment, food, point_of_interest, store",2025.0,6.0,2025-06-02 03:59:48,Unknown,Unknown,
Market St Cafe,ChIJ10-jyCDPsGoRCkV-AaMH7pQ,"11 Market St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9307624,138.5972994,(08) 8231 5014,http://www.marketst.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ10-jyCDPsGoRCkV-AaMH7pQ,4.6,291.0,2.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: Closed,"bakery, cafe, establishment, food, point_of_interest, restaurant, store",2025.0,7.0,2025-07-30 04:13:11,Unknown,Unknown,
The Coffee Club Marion,ChIJv6bQ3G7asGoR79vQvP6TsYs,"Kiosk 206 Westfield Shopping Town, 297 Diagonal Rd, Oaklands Park SA 5046, Australia",Oaklands Park,5046,SA,-35.0169523,138.5450417,(08) 8298 6466,https://www.coffeeclub.com.au/stores/marion-sa/,https://www.google.com/maps/place/?q=place_id:ChIJv6bQ3G7asGoR79vQvP6TsYs,3.8,642.0,2.0,Monday: 7:00 AM – 5:30 PM | Tuesday: 7:00 AM – 5:30 PM | Wednesday: 7:00 AM – 5:30 PM | Thursday: 7:00 AM – 5:30 PM | Friday: 7:00 AM – 7:30 PM | Saturday: 7:30 AM – 7:30 PM | Sunday: 7:30 AM – 7:30 PM,"cafe, establishment, food, point_of_interest, store",2024.0,9.0,2024-09-07 10:17:05,Unknown,Unknown,
Pour'd Golden Grove (previously Zeea's Eatery),ChIJM1xGifezsGoR7EDCm34qpNs,"1037 The Golden Way, Golden Grove SA 5125, Australia",Golden Grove,5125,SA,-34.790121,138.6932295,(08) 8289 2001,,https://www.google.com/maps/place/?q=place_id:ChIJM1xGifezsGoR7EDCm34qpNs,4.3,248.0,,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 8:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 7:00 AM – 4:30 PM | Sunday: 7:30 AM – 4:30 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2021.0,10.0,2021-10-07 08:14:02,Unknown,Unknown,
Cluck Cafe,ChIJ788PD6m1sGoRPuwPziRRIXo,"1240 North East Road, St Agnes SA 5097, Australia",Saint Agnes,5097,SA,-34.8214733,138.7149661,(08) 8396 5335,https://www.cluckcafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ788PD6m1sGoRPuwPziRRIXo,4.6,35.0,,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 9:00 AM – 8:00 PM,"cafe, establishment, food, point_of_interest",2025.0,7.0,2025-07-04 02:30:58,Unknown,Unknown,
The Front Page Cafe,ChIJi9Yk06vasGoREHsXN_UCdOs,"531 Marion Rd, South Plympton SA 5038, Australia",South Plympton,5038,SA,-34.9767294,138.5562455,(08) 8297 0333,http://www.thefrontpagecafe.com/,https://www.google.com/maps/place/?q=place_id:ChIJi9Yk06vasGoREHsXN_UCdOs,4.3,898.0,2.0,Monday: 6:30 AM – 5:00 PM | Tuesday: 6:30 AM – 5:00 PM | Wednesday: 6:30 AM – 5:00 PM | Thursday: 6:30 AM – 9:00 PM | Friday: 6:30 AM – 9:00 PM | Saturday: 6:30 AM – 9:00 PM | Sunday: 6:30 AM – 5:00 PM,"cafe, establishment, food, point_of_interest, restaurant",2025.0,8.0,2025-08-08 03:40:20,Unknown,Unknown,
Sidewalk Cafe,ChIJLy9Q9eHPsGoRZU7_4tmQITw,"Shop 29/992 South Rd, Edwardstown SA 5039, Australia",Edwardstown,5039,SA,-34.9816565,138.5726682,,http://sidewalk-cafe.edan.io/,https://www.google.com/maps/place/?q=place_id:ChIJLy9Q9eHPsGoRZU7_4tmQITw,3.5,138.0,,Monday: 7:00 AM – 5:30 PM | Tuesday: 7:00 AM – 5:30 PM | Wednesday: 7:00 AM – 5:30 PM | Thursday: 7:00 AM – 5:30 PM | Friday: 7:00 AM – 5:30 PM | Saturday: 7:00 AM – 5:30 PM | Sunday: 9:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2024.0,7.0,2024-07-22 06:34:13,Unknown,Unknown,
Exchange Coffee,ChIJSalsQM3OsGoRb4E4ba6u700,"12/18 Vardon Ave, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9228308,138.6097945,0400 933 640,http://exchangecoffee.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJSalsQM3OsGoRb4E4ba6u700,4.5,1058.0,2.0,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: 8:00 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,11.0,2025-11-01 12:19:09,Unknown,Unknown,
MALOBO Bakery & Terrace Bar,ChIJIUCi-I3EsGoRndu1_Du4joU,"257 Seaview Rd, Henley Beach SA 5022, Australia",Henley Beach,5022,SA,-34.9194115,138.4940896,0422 018 033,http://www.malobo.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJIUCi-I3EsGoRndu1_Du4joU,4.0,989.0,2.0,Monday: 6:30 AM – 5:00 PM | Tuesday: 6:30 AM – 5:00 PM | Wednesday: 6:30 AM – 8:30 PM | Thursday: 6:30 AM – 8:30 PM | Friday: 6:30 AM – 8:30 PM | Saturday: 6:30 AM – 8:30 PM | Sunday: 6:30 AM – 8:00 PM,"bar, cafe, establishment, food, point_of_interest, restaurant, store",2025.0,6.0,2025-06-09 06:01:27,Unknown,Unknown,
Lockwood General,ChIJhUmKXWDLsGoR3MZVIX9_xi4,"35 High St, Burnside SA 5066, Australia",Burnside,5066,SA,-34.9360779,138.6648026,,http://www.lockwoodgeneral.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJhUmKXWDLsGoR3MZVIX9_xi4,4.6,224.0,2.0,Monday: 7:00 AM – 2:30 PM | Tuesday: 7:00 AM – 2:30 PM | Wednesday: 7:00 AM – 2:30 PM | Thursday: 7:00 AM – 2:30 PM | Friday: 7:00 AM – 2:30 PM | Saturday: 8:00 AM – 2:30 PM | Sunday: 8:00 AM – 2:30 PM,"cafe, establishment, food, point_of_interest",2025.0,8.0,2025-08-16 01:04:22,Unknown,Unknown,
"Coffee Circuit, Hendon",ChIJ-TtahhDHsGoR67aJj7rFotc,"1/29 Circuit Dr, Hendon SA 5014, Australia",Hendon,5014,SA,-34.8791982,138.5179993,,https://m.facebook.com/coffeecircuithendon/,https://www.google.com/maps/place/?q=place_id:ChIJ-TtahhDHsGoR67aJj7rFotc,4.6,13.0,,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 12:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest",2021.0,8.0,2021-08-04 12:28:40,Unknown,Unknown,
Nev's Café,ChIJC0MAqba0sGoRlZ4VHo66EtM,"267 Smart Rd, St Agnes SA 5097, Australia",Saint Agnes,5097,SA,-34.832282,138.7139752,(08) 8265 2605,,https://www.google.com/maps/place/?q=place_id:ChIJC0MAqba0sGoRlZ4VHo66EtM,4.5,619.0,2.0,Monday: 6:30 AM – 4:00 PM | Tuesday: 6:30 AM – 4:00 PM | Wednesday: 6:30 AM – 4:00 PM | Thursday: 6:30 AM – 4:00 PM | Friday: 6:30 AM – 4:00 PM | Saturday: 7:00 AM – 4:00 PM | Sunday: 7:30 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2024.0,9.0,2024-09-21 14:25:46,Unknown,Unknown,
Pulse Coffee,ChIJO0ioaZ3HsGoR992NPCxl200,"39 Woodville Rd, Woodville South SA 5011, Australia",Woodville South,5011,SA,-34.8812659,138.534528,(08) 7080 4694,http://www.pulsecoffee.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJO0ioaZ3HsGoR992NPCxl200,4.7,40.0,,Monday: 6:30 AM – 3:00 PM | Tuesday: 6:30 AM – 3:00 PM | Wednesday: 6:30 AM – 3:00 PM | Thursday: 6:30 AM – 3:00 PM | Friday: 6:30 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest",2023.0,2.0,2023-02-27 09:52:12,Unknown,Unknown,
Ant & Elephant,ChIJ40cRLOy0sGoR7bYsEg5hgX4,"976 North East Road, Modbury SA 5092, Australia",Modbury,5092,SA,-34.8322003,138.6920165,(08) 8263 9188,,https://www.google.com/maps/place/?q=place_id:ChIJ40cRLOy0sGoR7bYsEg5hgX4,4.0,416.0,2.0,Monday: 8:30 AM – 5:00 PM | Tuesday: 8:30 AM – 5:00 PM | Wednesday: 8:30 AM – 5:00 PM | Thursday: 8:30 AM – 9:00 PM | Friday: 8:30 AM – 5:00 PM | Saturday: 8:30 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,3.0,2025-03-22 00:45:22,Unknown,Unknown,
Lizbal Café,ChIJWyikZiPGsGoRKtKP711c5vQ,"Armada Arndale Shopping Centre, Unit 48/470 Torrens Rd, Kilkenny SA 5009, Australia",Kilkenny,5009,SA,-34.8740151,138.5500585,(08) 8244 4001,http://lizbalscafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJWyikZiPGsGoRKtKP711c5vQ,4.7,134.0,,Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 8:00 PM | Friday: 7:30 AM – 5:30 PM | Saturday: 7:30 AM – 5:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest",2024.0,12.0,2024-12-07 03:55:37,Unknown,Unknown,
Caffe Primo Dernancourt,ChIJT-PETp21sGoRB3laI89w8SM,"Dernancourt Shopping Centre, Shop 22/832-840 Lower North East Rd, Dernancourt SA 5075, Australia",Dernancourt,5075,SA,-34.8618427,138.6835682,(08) 8365 3993,https://www.caffeprimodernancourt.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJT-PETp21sGoRB3laI89w8SM,3.9,540.0,2.0,Monday: 8:30 AM – 8:30 PM | Tuesday: 8:30 AM – 8:30 PM | Wednesday: 8:30 AM – 8:30 PM | Thursday: 8:30 AM – 8:30 PM | Friday: 8:30 AM – 8:30 PM | Saturday: 8:30 AM – 8:30 PM | Sunday: 8:30 AM – 8:30 PM,"cafe, establishment, food, point_of_interest",2024.0,6.0,2024-06-21 23:16:13,Unknown,Unknown,
Craft Coffee Cafe,ChIJVU_4nNa3sGoRRZf4WdGWs4Y,"T17 Gepps X Home HQ, 750 Main N Rd, Gepps Cross SA 5094, Australia",Gepps Cross,5094,SA,-34.8369566,138.6076419,0478 965 094,https://craftcoffeecafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJVU_4nNa3sGoRRZf4WdGWs4Y,3.6,103.0,,Monday: 9:00 AM – 3:30 PM | Tuesday: 9:00 AM – 3:30 PM | Wednesday: 9:00 AM – 3:30 PM | Thursday: 9:00 AM – 3:30 PM | Friday: 9:00 AM – 3:30 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM,"cafe, establishment, food, point_of_interest",2021.0,5.0,2021-05-21 07:43:58,Unknown,Unknown,
Coffe & Co No 7,ChIJ9ZDouUCzsGoR03fM051wjcc,"The Grove Shopping Center, Shop 1013, Golden Grove SA 5125, Australia",Golden Grove,5125,SA,-34.7899864,138.6929844,0402 511 111,,https://www.google.com/maps/place/?q=place_id:ChIJ9ZDouUCzsGoR03fM051wjcc,3.4,53.0,,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 7:30 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:00 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, store",2021.0,10.0,2021-10-07 08:20:19,Unknown,Unknown,
Q3 Coffee Lounge,ChIJp_s9qvC0sGoRqx03JBSWHJo,"Shop 6, 954-956 North East Road INSIDE MODBURY TRAINGLE SHOPPING CENTRE, Modbury SA 5092, Australia",Modbury,5092,SA,-34.8328754,138.6863375,(08) 8265 1404,,https://www.google.com/maps/place/?q=place_id:ChIJp_s9qvC0sGoRqx03JBSWHJo,4.4,116.0,2.0,Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: 8:30 AM – 2:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2020.0,12.0,2020-12-05 22:35:20,Unknown,Unknown,
Leisurely coffee,ChIJI366sOHPsGoRfv0xej3agMo,"219 Gilbert St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9348806,138.5921692,0411 026 066,http://www.leisurelycoffee.com/,https://www.google.com/maps/place/?q=place_id:ChIJI366sOHPsGoRfv0xej3agMo,4.7,750.0,2.0,Monday: 7:30 AM – 2:00 PM | Tuesday: 7:30 AM – 2:00 PM | Wednesday: 7:30 AM – 2:00 PM | Thursday: 7:30 AM – 2:00 PM | Friday: 7:30 AM – 2:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: 9:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest",2025.0,12.0,2025-12-27 03:28:29,Unknown,Unknown,
Delish Espresso,ChIJLxYriCfPsGoRyZH25rXMtik,"195 Victoria Square, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9278505,138.5990139,,,https://www.google.com/maps/place/?q=place_id:ChIJLxYriCfPsGoRyZH25rXMtik,4.8,100.0,,Monday: 5:30 AM – 5:00 PM | Tuesday: 5:30 AM – 5:00 PM | Wednesday: 5:30 AM – 5:00 PM | Thursday: 5:30 AM – 5:00 PM | Friday: 5:30 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2019.0,3.0,2019-03-24 23:17:56,Unknown,Unknown,
Sorrelli Cafe Ristorante,ChIJC2ctfHe1sGoRxygFFYmzXHQ,"Cnr walkleys and montague rds, Ingle Farm SA 5098, Australia",Ingle Farm,5098,SA,-34.828615,138.6483217,(08) 7078 6444,https://sorrelli.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJC2ctfHe1sGoRxygFFYmzXHQ,4.1,656.0,2.0,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,"cafe, establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",2025.0,8.0,2025-08-05 06:15:27,Unknown,Unknown,
Northbri Café,ChIJbebsv32zsGoR8-jYYq5R9i4,"Shop 8/53 Northbri Ave, Salisbury East SA 5109, Australia",Salisbury East,5109,SA,-34.7908311,138.6536776,0402 688 910,https://www.facebook.com/people/Northbri-Caf%C3%A9/100069319154643/,https://www.google.com/maps/place/?q=place_id:ChIJbebsv32zsGoR8-jYYq5R9i4,4.8,192.0,1.0,Monday: 6:30 AM – 2:30 PM | Tuesday: 6:30 AM – 2:30 PM | Wednesday: 6:30 AM – 2:30 PM | Thursday: 6:30 AM – 2:30 PM | Friday: 6:30 AM – 2:30 PM | Saturday: 8:00 AM – 12:30 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest",2024.0,9.0,2024-09-12 03:44:22,Unknown,Unknown,
Craft Coffee Cafe,ChIJfZ2S0x61sGoRs3eBuCn15Gs,"7 Lawrence Hargrave Way, Parafield SA 5106, Australia",Parafield,5106,SA,-34.797683,138.6406535,,https://craftcoffeecafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJfZ2S0x61sGoRs3eBuCn15Gs,3.5,164.0,,Monday: 7:00 AM – 5:30 PM | Tuesday: 7:00 AM – 5:30 PM | Wednesday: 7:00 AM – 5:30 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 5:30 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:30 AM – 5:00 PM,"cafe, establishment, food, point_of_interest, store",2025.0,6.0,2025-06-08 04:28:52,Unknown,Unknown,
Zitto Cafe Golden Grove,ChIJZ_EHUROzsGoRQRHhNakyKAg,"Golden Grove Village, The Golden Way &, The Grove Way, Golden Grove SA 5125, Australia",Golden Grove,5125,SA,-34.790354,138.6920406,0485 512 183,http://www.zittocafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJZ_EHUROzsGoRQRHhNakyKAg,4.1,548.0,2.0,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,4.0,2025-04-27 04:16:23,Unknown,Unknown,
Rival Brothers Coffee Roasters,ChIJ4Z9LQIzHsGoRu2XfSV8ecb4,"953 Port Rd, Cheltenham SA 5014, Australia",Cheltenham,5014,SA,-34.8714981,138.5219753,0480 325 160,http://www.rivalbrotherscoffeeroasters.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ4Z9LQIzHsGoRu2XfSV8ecb4,4.7,241.0,,Monday: 6:00 AM – 2:30 PM | Tuesday: 6:00 AM – 2:30 PM | Wednesday: 6:00 AM – 2:30 PM | Thursday: 6:00 AM – 2:30 PM | Friday: 6:00 AM – 2:30 PM | Saturday: 6:00 AM – 2:00 PM | Sunday: 7:30 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, store",2025.0,3.0,2025-03-24 09:59:04,Unknown,Unknown,
Café #12,ChIJEVK-JN_OsGoRnEkUlmfym_c,"12 Halifax St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9326326,138.6008308,(08) 8410 9800,,https://www.google.com/maps/place/?q=place_id:ChIJEVK-JN_OsGoRnEkUlmfym_c,4.5,117.0,,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 12:00 PM | Sunday: 8:30 AM – 12:00 PM,"cafe, establishment, food, point_of_interest, store",2023.0,5.0,2023-05-30 22:18:19,Unknown,Unknown,
